Sequenz;Verkaufsbeleg;Position;Name;MatBereitstell;Materialnummer;Text;Quality;;Quality-Version;YSOR vers.;Arbeitsplatz;Bedarfsmenge SD;Gewicht/1 ST [KG];Vorgangsmenge;Vorgangsmenge [TO];Gedrückt;Rest Presse;Rest Presse [TO];Auftrag;Modellnummer
0;520005119;100;Alcoa Norway Ans;15.01.2020;8100091635;12F9B IK46VP \ 12F9B;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;12,000;11,747;13,000;0,153;7,000;6,000;0,070;110000153148;M.-15658D
0;520005119;190;Alcoa Norway Ans;15.01.2020;8100091638;9W IK46VP \ 9W;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;7.764,000;4,516;7.997,000;36,114;4.366,000;3.631,000;16,398;110000153967;M.-6254H
0;520005120;190;Alcoa Norway Ans;05.02.2020;8100091638;9W IK46VP \ 9W;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;3.882,000;4,516;3.999,000;18,059;0,000;3.999,000;18,059;110000153980;M.-6254H
0;520005123;190;Alcoa Norway Ans;18.03.2020;8100091638;9W IK46VP \ 9W;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;3.882,000;4,516;3.999,000;18,059;0,000;3.999,000;18,059;110000153993;M.-6254H
0;520005122;190;Alcoa Norway Ans;26.02.2020;8100091638;9W IK46VP \ 9W;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;7.764,000;4,516;7.997,000;36,114;0,000;7.997,000;36,114;110000154006;M.-6254H
0;520005124;190;Alcoa Norway Ans;15.04.2020;8100091638;9W IK46VP \ 9W;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;3.882,000;4,516;3.999,000;18,059;0,000;3.999,000;18,059;110000154019;M.-6254H
0;520005126;190;Alcoa Norway Ans;15.04.2020;8100091638;9W IK46VP \ 9W;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;2.457,000;4,516;2.531,000;11,430;0,000;2.531,000;11,430;110000154032;M.-6254H
0;520005127;190;Alcoa Norway Ans;29.04.2020;8100091638;9W IK46VP \ 9W;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;7.764,000;4,516;7.997,000;36,114;0,000;7.997,000;36,114;110000154045;M.-6254H
0;520005044;40;TRIMET Aluminium SE;11.05.2020;8100055420;L240 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;5.160,000;3,987;4.219,000;16,821;0,000;4.219,000;16,821;110000154335;M.-9129
0;520005044;150;TRIMET Aluminium SE;31.08.2020;8100055420;L240 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;5.160,000;3,987;5.315,000;21,191;0,000;5.315,000;21,191;110000154348;M.-9129
0;520005044;100;TRIMET Aluminium SE;11.05.2020;8100055430;L320 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;6.688,000;5,316;4.652,000;24,730;0,000;4.652,000;24,730;110000154483;M.-9130
0;520005044;210;TRIMET Aluminium SE;31.08.2020;8100055430;L320 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;6.688,000;5,316;6.889,000;36,622;0,000;6.889,000;36,622;110000154496;M.-9130
0;520005046;140;TRIMET ALUMINIUM SE;31.01.2020;8100053316;250X250X45 BB20 \ 2D-45 PD-B80+;900511;BB20-9.55901.000-S;H001;'@5F@;P-SA-L1;2.700,000;7,454;1.461,000;10,890;0,000;1.461,000;10,890;110000154875;M.-8631C
0;520005047;140;TRIMET ALUMINIUM SE;13.07.2020;8100053316;250X250X45 BB20 \ 2D-45 PD-B80+;900511;BB20-9.55901.000-S;H001;'@5F@;P-SA-L1;2.700,000;7,454;2.781,000;20,730;0,000;2.781,000;20,730;110000154882;M.-8631C
0;520005048;140;TRIMET ALUMINIUM SE;21.09.2020;8100053316;250X250X45 BB20 \ 2D-45 PD-B80+;900511;BB20-9.55901.000-S;H001;'@5F@;P-SA-L1;2.700,000;7,454;2.781,000;20,730;0,000;2.781,000;20,730;110000154889;M.-8631C
0;520005049;140;TRIMET ALUMINIUM SE;26.10.2020;8100053316;250X250X45 BB20 \ 2D-45 PD-B80+;900511;BB20-9.55901.000-S;H001;'@5F@;P-SA-L1;2.700,000;7,454;2.781,000;20,730;0,000;2.781,000;20,730;110000154896;M.-8631C
0;520004794;80;Hydro Aluminium A.S.;20.04.2020;8100054281;7P-095 OM60HA \ 7P-095 PD-S61+;900503;OM60HA-9.41901.014-A;H003;'@9V@;P-SA-L1;576,000;20,010;594,000;11,886;0,000;594,000;11,886;110000137328;M.-14295A
0;520004794;180;Hydro Aluminium A.S.;29.05.2020;8100054281;7P-095 OM60HA \ 7P-095 PD-S61+;900503;OM60HA-9.41901.014-A;H003;'@9V@;P-SA-L1;576,000;20,010;594,000;11,886;0,000;594,000;11,886;110000137335;M.-14295A
0;520004794;270;Hydro Aluminium A.S.;10.08.2020;8100054281;7P-095 OM60HA \ 7P-095 PD-S61+;900503;OM60HA-9.41901.014-A;H003;'@9V@;P-SA-L1;576,000;20,010;594,000;11,886;0,000;594,000;11,886;110000137342;M.-14295A
0;520004794;350;Hydro Aluminium A.S.;19.10.2020;8100054281;7P-095 OM60HA \ 7P-095 PD-S61+;900503;OM60HA-9.41901.014-A;H003;'@9V@;P-SA-L1;576,000;20,010;594,000;11,886;0,000;594,000;11,886;110000137349;M.-14295A
0;520004793;50;Hydro Aluminium A.S.;20.04.2020;8100054485;F250X250X131 OM60HA \ 095 PD-S61+;900503;OM60HA-9.41901.014-A;H003;'@9V@;P-SA-L1;378,000;18,192;390,000;7,095;0,000;390,000;7,095;110000137148;M.-15098
0;520004793;120;Hydro Aluminium A.S.;29.05.2020;8100054485;F250X250X131 OM60HA \ 095 PD-S61+;900503;OM60HA-9.41901.014-A;H003;'@9V@;P-SA-L1;378,000;18,192;390,000;7,095;0,000;390,000;7,095;110000137155;M.-15098
0;520004793;200;Hydro Aluminium A.S.;10.08.2020;8100054485;F250X250X131 OM60HA \ 095 PD-S61+;900503;OM60HA-9.41901.014-A;H003;'@9V@;P-SA-L1;378,000;18,192;390,000;7,095;0,000;390,000;7,095;110000137162;M.-15098
0;520004793;270;Hydro Aluminium A.S.;19.10.2020;8100054485;F250X250X131 OM60HA \ 095 PD-S61+;900503;OM60HA-9.41901.014-A;H003;'@9V@;P-SA-L1;378,000;18,192;390,000;7,095;0,000;390,000;7,095;110000137169;M.-15098
0;520004793;60;Hydro Aluminium A.S.;20.04.2020;8100054487;96-1 OM60HA \ 096 PD-S61+;900503;OM60HA-9.41901.014-A;H003;'@9V@;P-SA-L1;675,000;12,794;696,000;8,905;0,000;696,000;8,905;110000137176;M.-14968
0;520004793;130;Hydro Aluminium A.S.;29.05.2020;8100054487;96-1 OM60HA \ 096 PD-S61+;900503;OM60HA-9.41901.014-A;H003;'@9V@;P-SA-L1;675,000;12,794;696,000;8,905;0,000;696,000;8,905;110000137183;M.-14968
0;520004793;210;Hydro Aluminium A.S.;10.08.2020;8100054487;96-1 OM60HA \ 096 PD-S61+;900503;OM60HA-9.41901.014-A;H003;'@9V@;P-SA-L1;675,000;12,794;696,000;8,905;0,000;696,000;8,905;110000137190;M.-14968
0;520004793;280;Hydro Aluminium A.S.;19.10.2020;8100054487;96-1 OM60HA \ 096 PD-S61+;900503;OM60HA-9.41901.014-A;H003;'@9V@;P-SA-L1;675,000;12,794;696,000;8,905;0,000;696,000;8,905;110000137197;M.-14968
0;520005023;10;Rio Tinto Alcan Inc;23.12.2019;8100091237;K1-190X110 IK46VP \ K1-190X110 IK46VP;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;96.647,000;4,570;99.600,000;455,172;88.099,000;11.501,000;52,560;110000148629;M.-16411
0;520005148;40;TOMAGO ALUMINIUM COMPANY PTY LIMITE;13.03.2020;8100055310;K183 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;4.392,000;3,997;4.524,000;18,082;0,000;4.524,000;18,082;110000155343;M.-15833
0;520005148;70;TOMAGO ALUMINIUM COMPANY PTY LIMITE;13.03.2020;8100055320;K331 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;2.484,000;7,238;2.018,000;14,606;0,000;2.018,000;14,606;110000155382;M.-15835
0;520005149;40;TOMAGO ALUMINIUM COMPANY PTY LIMITE;02.04.2020;8100055310;K183 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;960,000;3,997;989,000;3,953;0,000;989,000;3,953;110000155460;M.-15833
0;520005149;70;TOMAGO ALUMINIUM COMPANY PTY LIMITE;02.04.2020;8100055320;K331 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;560,000;7,238;577,000;4,176;0,000;577,000;4,176;110000155499;M.-15835
0;520005150;40;TOMAGO ALUMINIUM COMPANY PTY LIMITE;13.04.2020;8100055310;K183 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;2.928,000;3,997;3.016,000;12,055;0,000;3.016,000;12,055;110000155577;M.-15833
0;520005150;70;TOMAGO ALUMINIUM COMPANY PTY LIMITE;13.04.2020;8100055320;K331 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;1.656,000;7,238;1.706,000;12,348;0,000;1.706,000;12,348;110000155616;M.-15835
0;520005151;40;TOMAGO ALUMINIUM COMPANY PTY LIMITE;13.05.2020;8100055310;K183 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;2.440,000;3,997;2.514,000;10,048;0,000;2.514,000;10,048;110000155694;M.-15833
0;520005151;70;TOMAGO ALUMINIUM COMPANY PTY LIMITE;13.05.2020;8100055320;K331 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;1.380,000;7,238;1.422,000;10,292;0,000;1.422,000;10,292;110000155720;M.-15835
0;520005152;90;TOMAGO ALUMINIUM COMPANY PTY LIMITE;12.06.2020;8100054565;A530 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;120,000;11,386;124,000;1,412;0,000;124,000;1,412;110000156237;M.-15837
0;520005153;90;TOMAGO ALUMINIUM COMPANY PTY LIMITE;13.07.2020;8100054565;A530 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;100,000;11,386;103,000;1,173;0,000;103,000;1,173;110000156250;M.-15837
0;520005154;90;TOMAGO ALUMINIUM COMPANY PTY LIMITE;13.08.2020;8100054565;A530 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;120,000;11,386;124,000;1,412;0,000;124,000;1,412;110000156510;M.-15837
0;520005155;90;TOMAGO ALUMINIUM COMPANY PTY LIMITE;13.10.2020;8100054565;A530 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;60,000;11,386;62,000;0,706;0,000;62,000;0,706;110000156523;M.-15837
0;520005156;90;TOMAGO ALUMINIUM COMPANY PTY LIMITE;12.11.2020;8100054565;A530 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;40,000;11,386;42,000;0,478;0,000;42,000;0,478;110000156767;M.-15837
0;520005157;90;TOMAGO ALUMINIUM COMPANY PTY LIMITE;02.12.2020;8100054565;A530 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;40,000;11,386;42,000;0,478;0,000;42,000;0,478;110000156897;M.-15837
0;520005152;40;TOMAGO ALUMINIUM COMPANY PTY LIMITE;12.06.2020;8100055310;K183 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;2.928,000;3,997;3.016,000;12,055;0,000;3.016,000;12,055;110000156107;M.-15833
0;520005153;40;TOMAGO ALUMINIUM COMPANY PTY LIMITE;13.07.2020;8100055310;K183 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;2.440,000;3,997;2.514,000;10,048;0,000;2.514,000;10,048;110000156120;M.-15833
0;520005154;40;TOMAGO ALUMINIUM COMPANY PTY LIMITE;13.08.2020;8100055310;K183 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;2.928,000;3,997;3.016,000;12,055;0,000;3.016,000;12,055;110000156377;M.-15833
0;520005155;40;TOMAGO ALUMINIUM COMPANY PTY LIMITE;13.10.2020;8100055310;K183 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;1.464,000;3,997;1.508,000;6,027;0,000;1.508,000;6,027;110000156390;M.-15833
0;520005156;40;TOMAGO ALUMINIUM COMPANY PTY LIMITE;12.11.2020;8100055310;K183 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;976,000;3,997;1.006,000;4,021;0,000;1.006,000;4,021;110000156702;M.-15833
0;520005157;40;TOMAGO ALUMINIUM COMPANY PTY LIMITE;02.12.2020;8100055310;K183 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;960,000;3,997;989,000;3,953;0,000;989,000;3,953;110000156832;M.-15833
0;520005152;70;TOMAGO ALUMINIUM COMPANY PTY LIMITE;12.06.2020;8100055320;K331 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;1.656,000;7,238;1.706,000;12,348;0,000;1.706,000;12,348;110000156185;M.-15835
0;520005153;70;TOMAGO ALUMINIUM COMPANY PTY LIMITE;13.07.2020;8100055320;K331 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;1.380,000;7,238;1.422,000;10,292;0,000;1.422,000;10,292;110000156198;M.-15835
0;520005154;70;TOMAGO ALUMINIUM COMPANY PTY LIMITE;13.08.2020;8100055320;K331 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;1.656,000;7,238;1.706,000;12,348;0,000;1.706,000;12,348;110000156458;M.-15835
0;520005155;70;TOMAGO ALUMINIUM COMPANY PTY LIMITE;13.10.2020;8100055320;K331 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;828,000;7,238;853,000;6,174;0,000;853,000;6,174;110000156471;M.-15835
0;520005156;70;TOMAGO ALUMINIUM COMPANY PTY LIMITE;12.11.2020;8100055320;K331 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;552,000;7,238;569,000;4,118;0,000;569,000;4,118;110000156741;M.-15835
0;520005157;70;TOMAGO ALUMINIUM COMPANY PTY LIMITE;02.12.2020;8100055320;K331 IK46VP \ o.G.;900549;IK46VP-9.39901.089-S;H001;'@9V@;P-SA-L1;560,000;7,238;577,000;4,176;0,000;577,000;4,176;110000156871;M.-15835
0;520005046;30;TRIMET ALUMINIUM SE;31.01.2020;8100055079;F31-2 EII \ F31-2 PD-F22;900545;EII-9.23000.063-A;H005;'@9V@;P-SA-L1;130,000;19,705;134,000;2,640;0,000;134,000;2,640;110000155898;M.-13383
0;520005046;40;TRIMET ALUMINIUM SE;31.01.2020;8100055080;F31-3 EII \ F31-3 PD-F22;900545;EII-9.23000.063-A;H005;'@9V@;P-SA-L1;140,000;18,756;145,000;2,720;0,000;145,000;2,720;110000155910;M.-13383A
0;520005046;50;TRIMET ALUMINIUM SE;31.01.2020;8100055081;F31-4 EII \ F31-4 PD-F22;900545;EII-9.23000.063-A;H005;'@9V@;P-SA-L1;560,000;10,797;577,000;6,230;0,000;577,000;6,230;110000155922;M.-13384
0;520005046;130;TRIMET ALUMINIUM SE;31.01.2020;8100053305;2D EII \ 2D PD-F22;900545;EII-9.23000.063-A;H005;'@9V@;P-SA-L1;2.600,000;8,480;2.678,000;22,709;0,000;2.678,000;22,709;110000156018;M.-8631B
0;520005136;260;Hydro Aluminium A.S.;20.04.2020;8100054281;7P-095 OM60HA \ 7P-095 PD-S61+;900503;OM60HA-9.41901.000-S;H001;'@9V@;P-SA-L1;446,000;20,010;460,000;9,205;0,000;460,000;9,205;110000157653;M.-14295A
0;520005136;327;Hydro Aluminium A.S.;29.05.2020;8100054281;7P-095 OM60HA \ 7P-095 PD-S61+;900503;OM60HA-9.41901.000-S;H001;'@9V@;P-SA-L1;446,000;20,010;460,000;9,205;0,000;460,000;9,205;110000157660;M.-14295A
0;520005136;405;Hydro Aluminium A.S.;10.08.2020;8100054281;7P-095 OM60HA \ 7P-095 PD-S61+;900503;OM60HA-9.41901.000-S;H001;'@9V@;P-SA-L1;446,000;20,010;460,000;9,205;0,000;460,000;9,205;110000157667;M.-14295A
0;520005136;520;Hydro Aluminium A.S.;19.10.2020;8100054281;7P-095 OM60HA \ 7P-095 PD-S61+;900503;OM60HA-9.41901.000-S;H001;'@9V@;P-SA-L1;446,000;20,010;460,000;9,205;0,000;460,000;9,205;110000157674;M.-14295A
0;520005136;90;Hydro Aluminium A.S.;10.02.2020;8100054281;7P-095 OM60HA \ 7P-095 PD-S61+;900503;OM60HA-9.41901.000-S;H001;'@9V@;P-SA-L1;446,000;20,010;460,000;9,205;0,000;460,000;9,205;110000157646;M.-14295A
0;520004961;260;Hydro Aluminium A.S.;22.06.2020;8100071970;F310X310X131 OM60HA \ 95 Rev.A OT60;900503;OM60HA-9.41901.014-A;H003;'@9V@;P-SA-L1;612,000;24,724;631,000;15,601;0,000;631,000;15,601;110000142650;M.-14503-1
0;520005168;80;TRIMET ALUMINIUM SE;10.02.2020;8100089979;330X292X64 EII \ o.G.;900545;EII-9.23000.058-A;H003;'@9V@;P-SA-L1;1.410,000;13,074;1.453,000;18,997;0,000;1.453,000;18,997;110000158079;M.-16379
0;520005169;80;TRIMET ALUMINIUM SE;02.03.2020;8100089979;330X292X64 EII \ o.G.;900545;EII-9.23000.058-A;H003;'@9V@;P-SA-L1;1.410,000;13,074;1.453,000;18,997;0,000;1.453,000;18,997;110000158468;M.-16379
0;520005168;30;TRIMET ALUMINIUM SE;10.02.2020;8100091458;292X239X64 EII \ o.G.;900545;EII-9.23000.058-A;H003;'@9V@;P-SA-L1;50,000;9,468;52,000;0,492;0,000;52,000;0,492;110000158044;M.-16379B
0;520005169;30;TRIMET ALUMINIUM SE;02.03.2020;8100091458;292X239X64 EII \ o.G.;900545;EII-9.23000.058-A;H003;'@9V@;P-SA-L1;50,000;9,468;52,000;0,492;0,000;52,000;0,492;110000158433;M.-16379B
0;520005168;60;TRIMET ALUMINIUM SE;10.02.2020;8100091459;F292X239X64 EII \ o.G.;900545;EII-9.23000.058-A;H003;'@9V@;P-SA-L1;10,000;8,366;11,000;0,092;0,000;11,000;0,092;110000158065;M.-16459
0;520005169;60;TRIMET ALUMINIUM SE;02.03.2020;8100091459;F292X239X64 EII \ o.G.;900545;EII-9.23000.058-A;H003;'@9V@;P-SA-L1;10,000;8,366;11,000;0,092;0,000;11,000;0,092;110000158454;M.-16459
0;520005168;120;TRIMET ALUMINIUM SE;10.02.2020;8100091460;F292X283X64 EII \ o.G.;900545;EII-9.23000.058-A;H003;'@9V@;P-SA-L1;20,000;7,310;21,000;0,154;0,000;21,000;0,154;110000158107;M.-16460
0;520005169;120;TRIMET ALUMINIUM SE;02.03.2020;8100091460;F292X283X64 EII \ o.G.;900545;EII-9.23000.058-A;H003;'@9V@;P-SA-L1;20,000;7,310;21,000;0,154;0,000;21,000;0,154;110000158496;M.-16460
0;520005168;90;TRIMET ALUMINIUM SE;10.02.2020;8100091520;F464X146X64 EII \ o.G.;900545;EII-9.23000.058-A;H003;'@9V@;P-SA-L1;10,000;8,211;11,000;0,090;0,000;11,000;0,090;110000158086;M.-16458
0;520005169;90;TRIMET ALUMINIUM SE;02.03.2020;8100091520;F464X146X64 EII \ o.G.;900545;EII-9.23000.058-A;H003;'@9V@;P-SA-L1;10,000;8,211;11,000;0,090;0,000;11,000;0,090;110000158475;M.-16458
0;520005168;110;TRIMET ALUMINIUM SE;10.02.2020;8100091521;F299X146X64 EII \ o.G.;900545;EII-9.23000.058-A;H003;'@9V@;P-SA-L1;10,000;4,942;11,000;0,054;0,000;11,000;0,054;110000158100;M.-16432
0;520005169;110;TRIMET ALUMINIUM SE;02.03.2020;8100091521;F299X146X64 EII \ o.G.;900545;EII-9.23000.058-A;H003;'@9V@;P-SA-L1;10,000;4,942;11,000;0,054;0,000;11,000;0,054;110000158489;M.-16432
0;520005168;260;TRIMET ALUMINIUM SE;10.02.2020;8100091522;F317X132X120 EII \ o.G.;900545;EII-9.23000.058-A;H003;'@9V@;P-SA-L1;20,000;9,758;21,000;0,205;0,000;21,000;0,205;110000158205;M.-16429
0;520005169;260;TRIMET ALUMINIUM SE;02.03.2020;8100091522;F317X132X120 EII \ o.G.;900545;EII-9.23000.058-A;H003;'@9V@;P-SA-L1;20,000;9,758;21,000;0,205;0,000;21,000;0,205;110000158594;M.-16429
0;520005168;270;TRIMET ALUMINIUM SE;10.02.2020;8100091523;F317X120X109 EII \ o.G.;900545;EII-9.23000.058-A;H003;'@9V@;P-SA-L1;20,000;7,903;21,000;0,166;0,000;21,000;0,166;110000158212;M.-16429
0;520005169;270;TRIMET ALUMINIUM SE;02.03.2020;8100091523;F317X120X109 EII \ o.G.;900545;EII-9.23000.058-A;H003;'@9V@;P-SA-L1;20,000;7,903;21,000;0,166;0,000;21,000;0,166;110000158601;M.-16429
0;520005168;140;TRIMET ALUMINIUM SE;10.02.2020;8100089980;292X290X64 EII \ o.G.;900545;EII-9.23000.058-A;H003;'@9V@;P-SA-L1;1.835,000;11,490;1.891,000;21,728;0,000;1.891,000;21,728;110000158121;M.-16379A
0;520005169;140;TRIMET ALUMINIUM SE;02.03.2020;8100089980;292X290X64 EII \ o.G.;900545;EII-9.23000.058-A;H003;'@9V@;P-SA-L1;1.835,000;11,490;1.891,000;21,728;0,000;1.891,000;21,728;110000158510;M.-16379A
0;520005102;40;Rio Tinto Alcan Inc;29.05.2020;8100054369;90106A LR50-K \ 90106A PD-S51;900699;LR50-K-9.39561.071-S;H001;'@9V@;P-SA-L1;221,000;25,512;228,000;5,817;0,000;228,000;5,817;110000159204;M.-7288G
0;520005103;40;Rio Tinto Alcan Inc;02.03.2020;8100054369;90106A LR50-K \ 90106A PD-S51;900699;LR50-K-9.39561.071-S;H001;'@9V@;P-SA-L1;400,000;25,512;412,000;10,511;0,000;412,000;10,511;110000159494;M.-7288G
0;520005103;130;Rio Tinto Alcan Inc;03.04.2020;8100054369;90106A LR50-K \ 90106A PD-S51;900699;LR50-K-9.39561.071-S;H001;'@9V@;P-SA-L1;150,000;25,512;155,000;3,954;0,000;155,000;3,954;110000159505;M.-7288G
0;520005103;185;Rio Tinto Alcan Inc;04.05.2020;8100054369;90106A LR50-K \ 90106A PD-S51;900699;LR50-K-9.39561.071-S;H001;'@9V@;P-SA-L1;150,000;25,512;155,000;3,954;0,000;155,000;3,954;110000159516;M.-7288G
0;520005103;230;Rio Tinto Alcan Inc;29.05.2020;8100054369;90106A LR50-K \ 90106A PD-S51;900699;LR50-K-9.39561.071-S;H001;'@9V@;P-SA-L1;364,000;25,512;375,000;9,567;0,000;375,000;9,567;110000159527;M.-7288G
0;520005102;120;Rio Tinto Alcan Inc;29.05.2020;8100054441;91402 LR50 \ 91402 PD-S51;900552;LR50-9.39701.071-S;H001;'@9V@;P-SA-L1;74,000;29,040;78,000;2,265;0,000;78,000;2,265;110000159242;M.-12607
0;520005103;270;Rio Tinto Alcan Inc;29.05.2020;8100054441;91402 LR50 \ 91402 PD-S51;900552;LR50-9.39701.071-S;H001;'@9V@;P-SA-L1;336,000;29,040;353,000;10,251;0,000;353,000;10,251;110000159675;M.-12607
0;520005042;200;Rio Tinto Alcan Inc;06.03.2020;8100054449;91600 LR50 \ 91600 PD-S51;900552;LR50-9.39701.071-S;H001;'@9V@;P-SA-L1;150,000;14,109;155,000;2,187;0,000;155,000;2,187;110000159014;M.-7298A
0;520005102;200;Rio Tinto Alcan Inc;29.05.2020;8100054449;91600 LR50 \ 91600 PD-S51;900552;LR50-9.39701.071-S;H001;'@9V@;P-SA-L1;499,000;14,109;514,000;7,252;0,000;514,000;7,252;110000159327;M.-7298A
0;520005103;350;Rio Tinto Alcan Inc;29.05.2020;8100054449;91600 LR50 \ 91600 PD-S51;900552;LR50-9.39701.071-S;H001;'@9V@;P-SA-L1;1.344,000;14,109;1.385,000;19,541;0,000;1.385,000;19,541;110000159760;M.-7298A
0;520005102;220;Rio Tinto Alcan Inc;29.05.2020;8100054450;91601 LR50 \ 91601 LR50;900552;LR50-9.39701.071-S;H001;'@9V@;P-SA-L1;182,000;17,913;188,000;3,368;0,000;188,000;3,368;110000159349;M.-7298
0;520005103;370;Rio Tinto Alcan Inc;29.05.2020;8100054450;91601 LR50 \ 91601 LR50;900552;LR50-9.39701.071-S;H001;'@9V@;P-SA-L1;672,000;17,913;693,000;12,414;0,000;693,000;12,414;110000159782;M.-7298
0;520005042;180;Rio Tinto Alcan Inc;06.03.2020;8100054452;91640 LR50 \ 91640 PD-S51;900552;LR50-9.39701.071-S;H001;'@9V@;P-SA-L1;150,000;21,209;155,000;3,287;0,000;155,000;3,287;110000159003;M.-7297
0;520005102;190;Rio Tinto Alcan Inc;29.05.2020;8100054452;91640 LR50 \ 91640 PD-S51;900552;LR50-9.39701.071-S;H001;'@9V@;P-SA-L1;243,000;21,209;251,000;5,323;0,000;251,000;5,323;110000159316;M.-7297
0;520005103;340;Rio Tinto Alcan Inc;29.05.2020;8100054452;91640 LR50 \ 91640 PD-S51;900552;LR50-9.39701.071-S;H001;'@9V@;P-SA-L1;896,000;21,209;923,000;19,576;0,000;923,000;19,576;110000159749;M.-7297
0;520005102;210;Rio Tinto Alcan Inc;29.05.2020;8100054453;91641 LR50 \ 91641 PD-S51;900552;LR50-9.39701.071-S;H001;'@9V@;P-SA-L1;61,000;26,298;63,000;1,657;0,000;63,000;1,657;110000159338;M.-7297
0;520005103;360;Rio Tinto Alcan Inc;29.05.2020;8100054453;91641 LR50 \ 91641 PD-S51;900552;LR50-9.39701.071-S;H001;'@9V@;P-SA-L1;224,000;26,298;231,000;6,075;0,000;231,000;6,075;110000159771;M.-7297
0;520005042;220;Rio Tinto Alcan Inc;06.03.2020;8100092006;92001_1 LR50 \ 92001 PD-S51;900552;LR50-9.39701.071-S;H001;'@9V@;P-SA-L1;50,000;18,779;52,000;0,977;0,000;52,000;0,977;110000159025;M.-14935D
0;520005042;230;Rio Tinto Alcan Inc;06.03.2020;8100092007;92002_1 LR50 \ 92002 PD-S51;900552;LR50-9.39701.071-S;H001;'@9V@;P-SA-L1;50,000;18,779;52,000;0,977;0,000;52,000;0,977;110000159036;M.-14935E
0;520005042;110;Rio Tinto Alcan Inc;06.03.2020;8100065851;90005 LR50 \ 90005 PD-S51;900552;LR50-9.39701.071-S;H001;'@9V@;P-SA-L1;60,000;20,461;62,000;1,269;0,000;62,000;1,269;110000158934;M.-16072
0;520005138;60;Hydro Aluminium A.S.;10.02.2020;8100052845;177 HR50-K \ 177 PD-S52;900696;HR50-K-9.39861.024-S;H013;'@9V@;P-SA-L1;357,000;19,406;368,000;7,141;0,000;368,000;7,141;110000160265;M.-14358
0;520005138;195;Hydro Aluminium A.S.;20.04.2020;8100052845;177 HR50-K \ 177 PD-S52;900696;HR50-K-9.39861.024-S;H013;'@9V@;P-SA-L1;357,000;19,406;368,000;7,141;0,000;368,000;7,141;110000160274;M.-14358
